DATE,RACE,CLASS,RACE NAME,DIST,SURF,STARTER NAME,PP,ODDS,FAVE,FIN,TRAINER,JOCKEY,TIME,PREV RACE,DAYS,SIRE
7/28/2018,1,MSW,,5.5,Dirt,Paper Clip,10,6,0,8,Wesley Ward,Joel Rosario,01:07.1,,,Cairo Prince
7/28/2018,1,MSW,,5.5,Dirt,Baggins,7,11.9,0,9,Rudy Rodriguez,"Irad Ortiz, Jr.",01:07.5,BEL 6/17 5,41,City Zip
7/28/2018,1,MSW,,5.5,Dirt,Reed's Run,8,47,0,10,Philip Gleaves,Rajiv Maragh,01:08.5,,,Hat Trick (JPN)
7/28/2018,5,MSW,,6,Dirt,Absolutely Aiden,9,7.9,0,1,Steven Asmussen,"Ricardo Santana, Jr.",01:11.1,,,Stay Thirsty
7/28/2018,5,MSW,,6,Dirt,Wild Medagliad'oro,8,6.8,0,2,Mark Casse,"Irad Ortiz, Jr.",01:11.5,,,Medaglia d'Oro
7/28/2018,5,MSW,,6,Dirt,Aurelius Maximus,3,2.65,0,3,Chad Brown,Jose Ortiz,01:11.7,,,Pioneerof the Nile
7/28/2018,5,MSW,,6,Dirt,Olympic Express,5,6.7,0,4,Danny Gargan,Kendrick Carmouche,01:12.1,BEL 6/27 6,31,Afleet Express
7/28/2018,5,MSW,,6,Dirt,Borracho,4,35.25,0,5,"George Arnold, II",Jose Lezcano,01:12.3,,,Uncle Mo
7/28/2018,5,MSW,,6,Dirt,Casa Creed,7,32.25,0,6,William Mott,Junior Alvarado,01:12.6,,,Jimmy Creed
7/28/2018,5,MSW,,6,Dirt,Derby Date,2,42.5,0,7,D. Lukas,David Cohen,01:12.8,,,Will Take Charge
7/28/2018,5,MSW,,6,Dirt,Coast,10,2.2,1,8,Todd Pletcher,John Velazquez,01:12.9,,,Malibu Moon
7/28/2018,5,MSW,,6,Dirt,Forty Under,1,17.1,0,9,Jeremiah Englehart,Manuel Franco,01:13.9,,,Uncle Mo
7/28/2018,5,MSW,,6,Dirt,Macho Citizen,6,8.4,0,,W. Calhoun,Luis Saez,,,,Proud Citizen
7/29/2018,4,MSW-F,,6,Dirt,Love My Honey,2,1.7,1,1,Michael Maker,"Irad Ortiz, Jr.",01:11.0,,,Shackleford
7/29/2018,4,MSW-F,,6,Dirt,Into the South,3,7.4,0,2,"Ignacio Correas, IV",Julien Leparoux,01:11.2,CD 6/29 4,30,Into Mischief
7/29/2018,4,MSW-F,,6,Dirt,Style and Grace,4,6.1,0,3,Anthony Dutrow,Joel Rosario,01:11.7,,,Curlin
7/29/2018,4,MSW-F,,6,Dirt,Introspection,7,32.25,0,4,Brian Lynch,Florent Geroux,01:11.8,,,Overanalyze
7/29/2018,4,MSW-F,,6,Dirt,Always Shopping,6,3.55,0,5,Todd Pletcher,John Velazquez,01:12.4,,,Awesome Again
7/29/2018,4,MSW-F,,6,Dirt,Merada,1,3.5,0,6,Steven Asmussen,"Ricardo Santana, Jr.",01:12.4,CD 6/29 4,30,Speightstown
7/29/2018,4,MSW-F,,6,Dirt,Rotate,5,9.4,0,7,William Mott,Junior Alvarado,01:14.3,,,Orb
7/30/2018,5,MCL,,5.5,Dirt,Backtohisroots,5,0.95,1,1,Joe Sharp,Luis Saez,01:04.5,CD 6/28 2,32,Mark Valeski
7/30/2018,5,MCL,,5.5,Dirt,Irish Roar (IRE),6,44.75,0,2,Jeffrey Englehart,David Cohen,01:05.1,,,Discreet Cat
7/30/2018,5,MCL,,5.5,Dirt,Gump,2,6.7,0,3,Rudy Rodriguez,"Irad Ortiz, Jr.",01:05.4,BEL 6/27 6,33,Brethren
7/30/2018,5,MCL,,5.5,Dirt,Durkin's Call,8,21.4,0,4,Michael Trombetta,Kendrick Carmouche,01:05.4,BEL 6/30 1,30,Jump Start
7/30/2018,5,MCL,,5.5,Dirt,Catch Me If U Can,10,9.7,0,5,Eddie Kenneally,Jose Ortiz,01:05.6,,,Jersey Town
7/30/2018,5,MCL,,5.5,Dirt,Retreiving,4,23.4,0,6,Jeremiah Englehart,Manuel Franco,01:05.6,,,Retreive
7/30/2018,5,MCL,,5.5,Dirt,Senor Friday,3,39.5,0,7,Eric Guillot,Junior Alvarado,01:06.1,,,Curlin
7/30/2018,5,MCL,,5.5,Dirt,The Sicarii,9,8.5,0,8,Anthony Quartarolo,"Ricardo Santana, Jr.",01:06.1,TDN 7/3 3,27,Violence
7/30/2018,5,MCL,,5.5,Dirt,Rhythmia,1,14,0,9,Philip Gleaves,Rajiv Maragh,01:06.3,BEL 6/10 1,50,Majestic Warrior
7/30/2018,5,MCL,,5.5,Dirt,Johnny Tickets,7,5.1,0,10,Jason Servis,Jose Lezcano,01:06.4,,,Violence
8/1/2018,6,MSW-NY-F,,5.5,Turf,Jaded Lady,8,4.5,0,1,Jeremiah Englehart,Luis Saez,01:04.8,FL 6/28 3,34,Shanghai Bobby
8/1/2018,6,MSW-NY-F,,5.5,Turf,Tradeable,5,44,0,2,John Hertler,Julien Leparoux,01:04.8,,,Exchange Rate
8/1/2018,6,MSW-NY-F,,5.5,Turf,Corey Scores,3,0.9,1,3,Chad Brown,"Irad Ortiz, Jr.",01:04.9,,,More Than Ready
8/1/2018,6,MSW-NY-F,,5.5,Turf,Shak's Hidden Gem,2,32,0,4,Gary Contessa,Joel Rosario,01:05.1,,,Shackleford
8/1/2018,6,MSW-NY-F,,5.5,Turf,Itsakeyper,6,6.9,0,5,Thomas Albertrani,Joe Bravo,01:05.9,BEL 7/5 1,27,Brilliant Speed
8/1/2018,6,MSW-NY-F,,5.5,Turf,Accabonac Harbor,1,24,0,6,Chris Englehart,Kendrick Carmouche,01:06.8,,,Central Banker
8/1/2018,6,MSW-NY-F,,5.5,Turf,Sassy Agnes,7,3,0,7,Linda Rice,Manuel Franco,01:06.8,,,Central Banker
8/1/2018,6,MSW-NY-F,,5.5,Turf,Classy to D' Bone,4,47.75,0,8,Gary Contessa,Dylan Davis,01:08.6,BEL 6/29 1,33,D'Funnybone
8/3/2018,1,MCL-F,,5.5,Dirt,Cassies Dreamer,4,1.35,1,1,Anthony Quartarolo,"Ricardo Santana, Jr.",01:05.2,,,Flatter
8/3/2018,1,MCL-F,,5.5,Dirt,Malibu Mischief,2,5.3,0,2,Gary Contessa,Junior Alvarado,01:05.6,,,Goldencents
8/3/2018,1,MCL-F,,5.5,Dirt,Whyisshesoolucky,5,7.7,0,3,Alejandro Maymo,Andy Hernandez Sanchez,01:06.4,,,Lookin at Lucky
8/3/2018,1,MCL-F,,5.5,Dirt,Ballybrack Lass,1,4.3,0,4,Christophe Clement,Manuel Franco,01:06.9,,,Super Saver
8/3/2018,1,MCL-F,,5.5,Dirt,Vampish,3,2.2,0,5,Rudy Rodriguez,Javier Castellano,01:07.2,,,Bodemeister
8/3/2018,5,MSW-NY-F,,6,Dirt,She's Trouble,2,3.2,0,1,Linda Rice,"Irad Ortiz, Jr.",01:12.3,BEL 7/15 7,19,Into Mischief
8/3/2018,5,MSW-NY-F,,6,Dirt,She Will Rock,5,3.8,0,2,Steven Asmussen,"Ricardo Santana, Jr.",01:13.1,BEL 7/5 1,29,Will Take Charge
8/3/2018,5,MSW-NY-F,,6,Dirt,Mary's Girl,3,27.75,0,3,Richard Schosberg,Jose Lezcano,01:13.5,,,Shanghai Bobby
8/3/2018,5,MSW-NY-F,,6,Dirt,More Mischief,4,0.75,1,4,Chad Brown,Jose Ortiz,01:14.0,,,Into Mischief
8/3/2018,5,MSW-NY-F,,6,Dirt,Irish Banker,1,44.5,0,5,John Mc Allen,Dale Beckner,01:14.1,,,Central Banker
8/3/2018,5,MSW-NY-F,,6,Dirt,Mom's Kisses,7,12,0,6,Rudy Rodriguez,Luis Saez,01:14.5,,,Wilcox Inn
8/3/2018,5,MSW-NY-F,,6,Dirt,Three Birds,6,21.6,0,7,Michael Lauer,David Cohen,01:18.2,BEL 5/3 1,92,Central Banker
8/4/2018,2,MSW,,7,Dirt,Casa Creed,2,6.8,0,1,William Mott,Junior Alvarado,01:23.5,SAR 7/28 5,7,Jimmy Creed
8/4/2018,2,MSW,,7,Dirt,Social Paranoia,6,1.95,0,2,Todd Pletcher,John Velazquez,01:23.7,BEL 7/7 1,28,Street Boss
8/4/2018,2,MSW,,7,Dirt,All American Hero,3,1.9,1,3,Mark Casse,"Irad Ortiz, Jr.",01:26.0,,,Hard Spun
8/4/2018,2,MSW,,7,Dirt,Spirit Animal,7,7.4,0,4,Chad Brown,Javier Castellano,01:26.1,,,Lemon Drop Kid
8/4/2018,2,MSW,,7,Dirt,Brittas Bay,1,11.2,0,5,Wesley Ward,Manuel Franco,01:26.7,BEL 7/4 1,31,Scat Daddy
8/4/2018,2,MSW,,7,Dirt,Bronxville,9,9.1,0,6,Raymond Handal,Kendrick Carmouche,01:27.8,BEL 7/7 1,28,He's Had Enough
8/4/2018,2,MSW,,7,Dirt,Bumperdoo,8,54.5,0,7,Nicholas Zito,David Cohen,01:28.1,,,Birdstone
8/4/2018,2,MSW,,7,Dirt,Bridgetothefuture,4,29.25,0,8,Antonio Arriaga,Luis Saez,01:28.1,BEL 7/8 1,27,Rattlesnake Bridge
8/4/2018,2,MSW,,7,Dirt,Golden Brew,5,28.5,0,9,Rudy Rodriguez,"Ricardo Santana, Jr.",01:29.8,,,Justin Phillip
8/4/2018,7,MSW,,6,Dirt,Mucho,5,2.35,1,1,William Mott,Jose Ortiz,01:10.2,BEL 6/10 1,55,Blame
8/4/2018,7,MSW,,6,Dirt,Fullness of Time,2,7.3,0,2,Chad Brown,Javier Castellano,01:11.7,,,Flatter
8/4/2018,7,MSW,,6,Dirt,Justice of War,1,3.1,0,3,Steven Asmussen,"Ricardo Santana, Jr.",01:12.0,,,Strong Mandate
8/4/2018,7,MSW,,6,Dirt,Moon Colony,6,7.4,0,4,Mark Casse,"Irad Ortiz, Jr.",01:12.1,,,Uncle Mo
8/4/2018,7,MSW,,6,Dirt,Cousin Pete,3,6.6,0,5,Todd Pletcher,John Velazquez,01:12.7,,,Yes It's True
8/4/2018,7,MSW,,6,Dirt,Fabulous Fun,7,5.1,0,6,Claude McGaughey III,Joel Rosario,01:12.8,,,Distorted Humor
8/4/2018,7,MSW,,6,Dirt,Dillon Rocks,4,8.9,0,7,Robert Barbara,Kendrick Carmouche,01:13.6,BEL 7/7 1,28,Paynter
8/4/2018,7,MSW,,6,Dirt,Sneads,8,53.75,0,8,Nicholas Zito,David Cohen,01:15.4,,,Street Sense
8/5/2018,1,MSW-F,,5.5,Dirt,Lady T N T,6,,0,1,Joe Sharp,Manuel Franco,01:04.9,CD 6/29 4,37,Justin Phillip
8/5/2018,1,MSW-F,,5.5,Dirt,Into Mystic,4,1,1,2,Todd Pletcher,John Velazquez,01:05.8,,,Into Mischief
8/5/2018,1,MSW-F,,5.5,Dirt,Dance Club,2,7.9,0,3,Claude McGaughey III,Jose Ortiz,01:06.2,,,Candy Ride (ARG)
8/5/2018,1,MSW-F,,5.5,Dirt,Tweedia,3,4.4,0,4,Brad Cox,Florent Geroux,01:06.5,,,Double Irish
8/5/2018,1,MSW-F,,5.5,Dirt,What a Fox,5,1.8,0,5,Steven Asmussen,"Ricardo Santana, Jr.",01:07.7,,,Bernardini
8/5/2018,1,MSW-F,,5.5,Dirt,Hidden Facts,1,19.5,0,6,Brian Lynch,Julien Leparoux,01:09.0,,,The Factor
8/5/2018,6,MSW-F,,7,Dirt,Slieve Mish,7,6.8,0,1,Christophe Clement,Joel Rosario,01:25.6,BEL 7/4 1,32,Bernardini
8/5/2018,6,MSW-F,,7,Dirt,She's a Black Belt,1,16.3,0,2,Michelle Nevin,Manuel Franco,01:25.8,BEL 6/13 2,53,Jimmy Creed
8/5/2018,6,MSW-F,,7,Dirt,Dogtag,7,0.65,1,3,Chad Brown,Jose Ortiz,01:26.0,,,War Front
8/5/2018,6,MSW-F,,7,Dirt,Seek and Destroy,4,4.4,0,4,Chad Brown,Javier Castellano,01:25.9,,,Verrazano
8/5/2018,6,MSW-F,,7,Dirt,Irish Intuition,3,8.6,0,5,Kenneth McPeek,Dylan Davis,01:26.8,ELP 7/7 7,29,Exchange Rate
8/5/2018,6,MSW-F,,7,Dirt,Royal Angel,6,39.75,0,6,John Kimmel,Jose Lezcano,01:27.3,,,Cairo Prince
8/5/2018,6,MSW-F,,7,Dirt,Fortunate Girl,2,8.6,0,7,Mark Casse,Florent Geroux,01:27.3,,,Hard Spun
8/6/2018,6,MSW-NY,,6,Dirt,Bustin to Be Loved,1,19.1,0,1,Gary Contessa,"Irad Ortiz, Jr.",01:10.4,,,Bustin Stones
8/6/2018,6,MSW-NY,,6,Dirt,Just Right,3,12.6,0,2,Todd Pletcher,John Velazquez,01:10.8,BEL 7/12 4,25,Into Mischief
8/6/2018,6,MSW-NY,,6,Dirt,Red Zinger,2,6.1,0,3,Gary Contessa,Joel Rosario,01:10.8,BEL 7/14 3,23,Will Take Charge
8/6/2018,6,MSW-NY,,6,Dirt,Stop Me If You Can,4,5.6,0,4,Rudy Rodriguez,Jose Ortiz,01:10.8,BEL 7/12 4,25,Giant Surprise
8/6/2018,6,MSW-NY,,6,Dirt,Oh K Funnybone,5,82.25,0,5,Bruce Brown,Michael Luzzi,01:11.6,,,D'Funnybone
8/6/2018,6,MSW-NY,,6,Dirt,Internet of Things,9,6,0,6,Chad Brown,Javier Castellano,01:11.6,,,Mineshaft
8/6/2018,6,MSW-NY,,6,Dirt,Trance,8,2.55,1,7,Brad Cox,Luis Saez,01:12.2,BEL 7/12 4,25,Dialed In
8/6/2018,6,MSW-NY,,6,Dirt,London House,6,2.6,0,8,Steven Asmussen,"Ricardo Santana, Jr.",01:12.6,,,Honorable Dillon
8/6/2018,6,MSW-NY,,6,Dirt,Handsome Chewy,10,29.25,0,9,Marcus Vitali,David Cohen,01:13.3,GP 7/20 3,17,Handsome Mike
8/6/2018,6,MSW-NY,,6,Dirt,Three Outlaws,7,28.25,0,10,Brian Lynch,Julien Leparoux,01:13.4,,,Goldencents
8/8/2018,5,MSW-NY,,9,Turf,Somelikeithotbrown,2,5.5,0,1,Michael Maker,Jose Ortiz,01:44.5,SAR 7/23 4,16,Big Brown
8/8/2018,5,MSW-NY,,9,Turf,Doups Point,9,3,0,2,Christophe Clement,Joel Rosario,01:45.8,BEL 6/30 1,39,Point of Entry
8/8/2018,5,MSW-NY,,9,Turf,Early Retirement,6,5.2,0,3,David Donk,"Ricardo Santana, Jr.",01:46.1,SAR 7/23 4,16,Freud
8/8/2018,5,MSW-NY,,9,Turf,Impazible Odds,5,22.4,0,4,Thomas Morley,Junior Alvarado,01:46.2,,,Mission Impazible
8/8/2018,5,MSW-NY,,9,Turf,Dashing Dan,4,19,0,5,Michael Dilger,"Irad Ortiz, Jr.",01:46.6,,,D'Funnybone
8/8/2018,5,MSW-NY,,9,Turf,Crazy Life,1,3,1,6,Chad Brown,Javier Castellano,01:46.6,,,Freud
8/8/2018,5,MSW-NY,,9,Turf,Pier Forty,8,3.65,0,7,George Weaver,Luis Saez,01:50.1,,,City Zip
8/8/2018,5,MSW-NY,,9,Turf,The Glominator,7,29,0,8,Ralph Nicks,Eric Cancel,01:51.6,,,Animal Kingdom
8/8/2018,5,MSW-NY,,9,Turf,Taptaptap,3,22.8,0,9,David Cannizzo,Jose Lezcano,01:52.0,BEL 7/12 4,27,Yes It's True
8/9/2018,1,MSW-NY-F,,7,Dirt,Time Warp,4,5.3,0,1,Kenneth McPeek,Javier Castellano,01:24.6,SAR 7/25 5,15,Cairo Prince
8/9/2018,1,MSW-NY-F,,7,Dirt,Jot,1,3.1,0,2,Linda Rice,Jose Ortiz,01:25.2,,,Shackleford
8/9/2018,1,MSW-NY-F,,7,Dirt,Honorable Rose,8,7.8,0,3,Jeremiah Englehart,Luis Saez,01:26.2,FL 7/23 4,17,Honorable Dillon
8/9/2018,1,MSW-NY-F,,7,Dirt,Molly's Party,6,2,1,4,John Kimmel,Jose Lezcano,01:26.3,SAR 7/20 2,20,Desert Party
8/9/2018,1,MSW-NY-F,,7,Dirt,Ok Honey,5,15.2,0,5,Timothy Hills,Dylan Davis,01:26.8,BEL 6/29 1,41,Haynesfield
8/9/2018,1,MSW-NY-F,,7,Dirt,Quietude,2,12.3,0,6,Robert Ribaudo,Manuel Franco,01:27.5,,,Tapizar
8/9/2018,1,MSW-NY-F,,7,Dirt,Miss After School,7,10.1,0,7,Thomas Bush,Joel Rosario,01:29.1,,,Point of Entry
8/9/2018,1,MSW-NY-F,,7,Dirt,Caralicious,3,7.3,0,8,Mitchell Friedman,Junior Alvarado,01:31.4,SAR 7/20 2,20,Noble Mission (GB)
8/10/2018,5,MSW-F,,5.5,Turf,Two Shakes,6,2,1,1,Wesley Ward,Manuel Franco,01:04.4,,,Exchange Rate
8/10/2018,5,MSW-F,,5.5,Turf,Pakhet,9,6.2,0,2,Todd Pletcher,Javier Castellano,01:04.4,,,Cairo Prince
8/10/2018,5,MSW-F,,5.5,Turf,Devious Charm,7,14.6,0,3,Mark Casse,Julien Leparoux,01:04.5,SAR 7/26 10,15,Into Mischief
8/10/2018,5,MSW-F,,5.5,Turf,Global Exchange,5,14.8,0,4,James Toner,Junior Alvarado,01:04.5,,,Exchange Rate
8/10/2018,5,MSW-F,,5.5,Turf,Fierce Scarlett,3,3.75,0,5,Chad Brown,Jose Ortiz,01:04.6,,,Scat Daddy
8/10/2018,5,MSW-F,,5.5,Turf,Oceans of Love,2,8.6,0,6,Mark Casse,Florent Geroux,01:04.9,CD 6/15 4,56,More Than Ready
8/10/2018,5,MSW-F,,5.5,Turf,Foggy Kitten,8,8.6,0,7,Wesley Ward,Joel Rosario,01:05.0,,,Kitten's Joy
8/10/2018,5,MSW-F,,5.5,Turf,Kenai Cool,4,15.1,0,8,Joe Sharp,Luis Saez,01:05.7,,,Shanghai Bobby
8/10/2018,5,MSW-F,,5.5,Turf,Dance for Daddy,1,7.4,0,9,H. Motion,"Irad Ortiz, Jr.",01:08.2,,,Scat Daddy
8/10/2018,10,MSW-NY,,5.5,Turf,Veterans Beach,2,9.3,0,1,David Donk,Manuel Franco,01:04.6,,,Big Brown
8/10/2018,10,MSW-NY,,5.5,Turf,Waynes Footsteps,10,18.7,0,2,Michael Dilger,Kendrick Carmouche,01:04.8,BEL 5/4 1,98,Central Banker
8/10/2018,10,MSW-NY,,5.5,Turf,Plebe,9,2.9,1,3,David Cannizzo,Jose Lezcano,01:04.9,BEL 6/30 1,41,Midshipman
8/10/2018,10,MSW-NY,,5.5,Turf,Lost in Manhattan,6,3.25,0,4,Steven Asmussen,"Ricardo Santana, Jr.",01:05.2,BEL 7/12 4,29,Freud
8/10/2018,10,MSW-NY,,5.5,Turf,Southern Brigade,1,12.3,0,5,Rudy Rodriguez,Javier Castellano,01:05.3,,,Big Brown
8/10/2018,10,MSW-NY,,5.5,Turf,Ro Jo,3,18,0,6,Dominick Schettino,Dylan Davis,01:05.5,,,Big Brown
8/10/2018,10,MSW-NY,,5.5,Turf,Wisecrack,5,4.3,0,7,"Richard Violette, Jr.","Irad Ortiz, Jr.",01:05.8,,,The Factor
8/10/2018,10,MSW-NY,,5.5,Turf,Bydawnsearlylight,7,17.5,0,8,Thomas Albertrani,Luis Reyes,01:05.9,,,More Than Ready
8/10/2018,10,MSW-NY,,5.5,Turf,Floyd Unger,4,7.1,0,9,Jeremiah Englehart,Joe Bravo,01:06.0,,,Street Sense
8/10/2018,10,MSW-NY,,5.5,Turf,Lumberer,8,14.5,0,10,Chris Englehart,Joel Rosario,01:08.0,SAR 7/27 1,14,The Lumber Guy
8/11/2018,2,MSW,,7,Dirt,Unionizer,6,8.7,0,1,William Mott,Junior Alvarado,01:26.3,BEL 7/7 1,35,Union Rags
8/11/2018,2,MSW,,7,Dirt,Johny's Bobby,2,24.5,0,2,Philip Bauer,Julien Leparoux,01:26.4,SAR 7/21 2,21,Hard Spun
8/11/2018,2,MSW,,7,Dirt,Southern Phantom,9,3.7,0,3,Eric Guillot,Kendrick Carmouche,01:26.7,SAR 7/21 6,21,Bodemeister
8/11/2018,2,MSW,,7,Dirt,Speed App,3,3.7,0,4,D. Lukas,Luis Saez,01:26.8,,,Flatter
8/11/2018,2,MSW,,7,Dirt,Chief Executive,4,0.95,1,5,Todd Pletcher,Manuel Franco,01:27.1,,,Flatter
8/11/2018,2,MSW,,7,Dirt,Baffin Bay,7,9.3,0,6,Todd Pletcher,Javier Castellano,01:27.7,,,Pioneerof the Nile
8/11/2018,2,MSW,,7,Dirt,Laughing Fox,1,27.5,0,7,Ron Moquett,Jose Lezcano,01:27.8,,,Union Rags
8/11/2018,2,MSW,,7,Dirt,Exchequer,8,6.7,0,8,Steven Asmussen,"Ricardo Santana, Jr.",01:29.2,,,Exchange Rate
8/11/2018,2,MSW,,7,Dirt,Preacher Marsee,5,12.8,0,9,Michael Maker,Joe Bravo,01:31.2,,,Bernardini
8/11/2018,3,GRD,Adirondack S.,6.5,Dirt,Sue's Fortune,6,3.55,0,1,Jeremiah Englehart,Junior Alvarado,01:19.8,BEL 7/5 1,37,Jump Start
8/11/2018,3,GRD,Adirondack S.,6.5,Dirt,Virginia Eloise,5,2.15,0,2,Todd Pletcher,Javier Castellano,01:19.9,BEL 7/4 1,38,Curlin
8/11/2018,3,GRD,Adirondack S.,6.5,Dirt,Guacamole,2,9.3,0,3,Todd Pletcher,Luis Saez,01:20.3,SAR 7/26 10,16,Flat Out
8/11/2018,3,GRD,Adirondack S.,6.5,Dirt,Mucho Amor,1,10.3,0,4,Wesley Ward,Manuel Franco,01:21.5,KEE 4/26 4,107,Mucho Macho Man
8/11/2018,3,GRD,Adirondack S.,6.5,Dirt,Lyrical Lady,3,1.4,1,5,Steven Asmussen,"Ricardo Santana, Jr.",01:22.5,SAR 7/20 5,22,More Than Ready
8/11/2018,3,GRD,Adirondack S.,6.5,Dirt,Grandma Gertie,4,14.5,0,6,"Edward Coletti, Jr.",Mychel Sanchez,01:24.9,PRX 7/9 1,33,Uptowncharlybrown
8/11/2018,4,MSW,,7,Dirt,Cairo Cat,5,18.1,0,1,Kenneth McPeek,David Cohen,01:26.6,SAR 7/21 2,21,Cairo Prince
8/11/2018,4,MSW,,7,Dirt,Teachable Moment,6,1.35,1,2,Chad Brown,Javier Castellano,01:26.6,BEL 7/8 1,34,More Than Ready
8/11/2018,4,MSW,,7,Dirt,Opry,2,4.8,0,3,Todd Pletcher,Manuel Franco,01:26.7,,,Declaration of War
8/11/2018,4,MSW,,7,Dirt,Twelfthofneverland,3,16,0,4,Raymond Handal,Dylan Davis,01:26.7,BEL 7/7 1,35,Istan
8/11/2018,4,MSW,,7,Dirt,Starting Point,8,2.55,0,5,William Mott,Luis Saez,01:27.3,,,Paynter
8/11/2018,4,MSW,,7,Dirt,Majestic Hero,4,18,0,6,William Mott,Junior Alvarado,01:28.8,SAR 7/21 6,21,Majestic Warrior
8/11/2018,4,MSW,,7,Dirt,Agitator,7,35.5,0,7,Nicholas Zito,Eric Cancel,01:28.8,,,Lemon Drop Kid
8/11/2018,4,MSW,,7,Dirt,Winning Factor,1,6.9,0,8,Robert Barbara,Kendrick Carmouche,01:29.4,BEL 7/8 1,34,The Factor
8/11/2018,6,MSW,,7,Dirt,Network Effect,2,8.6,0,1,Chad Brown,Javier Castellano,01:24.6,,,Mark Valeski
8/11/2018,6,MSW,,7,Dirt,Derby Date,5,6.3,0,2,D. Lukas,Luis Saez,01:25.1,SAR 7/28 5,14,Will Take Charge
8/11/2018,6,MSW,,7,Dirt,Road Home,4,2.35,1,3,William Mott,Junior Alvarado,01:25.6,BEL 7/7 1,35,Quality Road
8/11/2018,6,MSW,,7,Dirt,Empire of War,6,3.45,0,4,Todd Pletcher,Manuel Franco,01:25.7,,,Declaration of War
8/11/2018,6,MSW,,7,Dirt,Chase and Colorado,3,14.2,0,5,Todd Pletcher,"Ricardo Santana, Jr.",01:26.9,,,Tapit
8/11/2018,6,MSW,,7,Dirt,A Thread of Blue,7,3.15,0,6,Kiaran McLaughlin,Joe Bravo,01:27.9,,,Hard Spun
8/11/2018,6,MSW,,7,Dirt,Americano,8,8.4,0,7,William Mott,Julien Leparoux,01:28.7,,,Tiznow
8/11/2018,6,MSW,,7,Dirt,Grassetto,1,42.5,0,8,Nicholas Zito,David Cohen,01:30.4,,,Uncle Mo
8/12/2018,5,MSW-F,,7,Dirt,Brucia La Terra,5,9,0,1,Barclay Tagg,Manuel Franco,01:24.1,,,El Padrino
8/12/2018,5,MSW-F,,7,Dirt,Toy Moon,1,3.3,0,2,Mark Casse,Julien Leparoux,01:24.7,SAR 7/22 2,21,Malibu Moon
8/12/2018,5,MSW-F,,7,Dirt,Multi Strategy,4,2,0,3,Chad Brown,Jose Ortiz,01:25.2,,,Scat Daddy
8/12/2018,5,MSW-F,,7,Dirt,Teletype,2,1.85,1,4,William Mott,Junior Alvarado,01:26.5,SAR 7/20 5,23,Data Link
8/12/2018,5,MSW-F,,7,Dirt,Senda,3,4.5,0,5,William Mott,Joel Rosario,01:26.9,,,Scat Daddy
8/12/2018,6,MSW-F,,6.5,Dirt,Feedback,3,2.7,0,1,Chad Brown,"Irad Ortiz, Jr.",01:16.3,,,Violence
8/12/2018,6,MSW-F,,6.5,Dirt,Takecharge Mirella,4,8.9,0,2,Kiaran McLaughlin,Joe Bravo,01:17.6,,,Take Charge Indy
8/12/2018,6,MSW-F,,6.5,Dirt,She's Got It All,2,9.7,0,3,D. Lukas,Luis Saez,01:18.4,SAR 7/20 5,23,Warrior's Reward
8/12/2018,6,MSW-F,,6.5,Dirt,Dovey Lovey,9,45.75,0,4,Gary Contessa,Junior Alvarado,01:18.4,,,Include
8/12/2018,6,MSW-F,,6.5,Dirt,Lady Apple,5,1.8,1,5,Steven Asmussen,"Ricardo Santana, Jr.",01:18.8,SAR 7/20 8,23,Curlin
8/12/2018,6,MSW-F,,6.5,Dirt,Winandyourin Gin,1,9.5,0,6,Mark Casse,Florent Geroux,01:19.1,SAR 7/20 5,23,Into Mischief
8/12/2018,6,MSW-F,,6.5,Dirt,Wild Moment,7,29.75,0,7,Ron Moquett,Manuel Franco,01:19.2,,,Medaglia d'Oro
8/12/2018,6,MSW-F,,6.5,Dirt,Hollywood Glory,6,9.3,0,8,Mark Hennig,Javier Castellano,01:19.8,,,Maclean's Music
8/12/2018,6,MSW-F,,6.5,Dirt,Kiska,8,6.9,0,9,Todd Pletcher,John Velazquez,01:20.5,,,Into Mischief
8/12/2018,8,GRD,Saratoga Special S,6.5,Dirt,Call Paul,2,0.85,1,1,Jason Servis,"Irad Ortiz, Jr.",01:16.5,DEL 7/5 3,38,Friesan Fire
8/12/2018,8,GRD,Saratoga Special S.,6.5,Dirt,Tight Ten,4,1.55,0,2,Steven Asmussen,"Ricardo Santana, Jr.",01:16.7,CD 6/28 5,45,Tapit
8/12/2018,8,GRD,Saratoga Special S.,6.5,Dirt,Spinoff,3,7,0,3,Todd Pletcher,John Velazquez,01:17.0,GP 6/23 8,50,Hard Spun
8/12/2018,8,GRD,Saratoga Special S.,6.5,Dirt,Meade,1,5.8,0,4,Todd Pletcher,Jose Ortiz,01:17.7,BEL 7/7 1,36,Street Sense
8/12/2018,10,MSW-F,,7,Dirt,Sippican Harbor,4,1.8,1,1,Gary Contessa,Joel Rosario,01:23.5,SAR 7/22 2,21,Orb
8/12/2018,10,MSW-F,,7,Dirt,Girl At War (IRE),1,4.9,0,2,Mark Casse,Florent Geroux,01:26.2,GP 6/23 7,50,Declaration of War
8/12/2018,10,MSW-F,,7,Dirt,Dizzy,3,5.6,0,3,Rudy Rodriguez,"Irad Ortiz, Jr.",01:26.6,BEL 7/4 1,39,Curlin
8/12/2018,10,MSW-F,,7,Dirt,Ayers Rock,5,2.4,0,4,Todd Pletcher,John Velazquez,01:26.9,,,More Than Ready
