RACE,DATE,CLASS,DIST,SURF,FIN,STARTER NAME,ODDS,FAV,JOCKEY,TRAINER,SIRE,BR-SIRE,TIME,EQB COMMENT,PREV RACE DATE,PREV TRACK,PREV RACE #,WATCH
4,8/9/2017,MSW-F,5.5,D,6,Norma's Charm,16.1,,Luis Reyes,Uriah St. Lewis,Creative Cause,Honour and Glory,01:07.9,"outside,3path turn",7/15/2017,DEL,2,
4,8/9/2017,MSW-F,5.5,D,7,Money Purse,37.25,,Eric Cancel,LeRoy Jolley,Currency Swap,Jules,01:11.9,"inside turn, outrun",,,,
5,8/9/2017,MSW-NY,8.5,T,1,Evaluator,9,,Joel Rosario,Michael Dilger,Overanalyze,More Than Ready,01:42.0,"brsh gate,2p,4p5/16,5w",,,,
5,8/9/2017,MSW-NY,8.5,T,2,Singapore Trader,2.35,Y,John Velazquez,Todd Pletcher,Flatter,Unbridled's Song,01:42.6,"2p,led 1/4-near 1/8pl",6/23/2017,BEL,5,
5,8/9/2017,MSW-NY,8.5,T,3,Phone Funky Munky,12.4,,Manuel Franco,David Donk,Data Link,Trust N Luck,01:43.1,"brsh st,ins 6F,3w 1/8",,,,
5,8/9/2017,MSW-NY,8.5,T,4,Sidd Finch,2.7,,Tyler Gaffalione,George Weaver,Big Brown,Wheaton,01:43.1,"pocket6F,4p1/8,no bids",7/2/2017,BEL,5,
5,8/9/2017,MSW-NY,8.5,T,5,Can'tweallgetalong,6.3,,Julien Leparoux,Gary Contessa,Violence,Miswaki,01:44.3,"2w,pull on bit to 1/4",7/15/2017,BEL,9,
5,8/9/2017,MSW-NY,8.5,T,6,Fox Strike,4.8,,Florent Geroux,M. Ferraro,Lonhro (AUS),Foxhound,01:44.3,"ins,yield readily 1/4p",7/24/2017,SAR,9,
5,8/9/2017,MSW-NY,8.5,T,7,English Channical,17.4,,Angel Arroyo,Gary Contessa,English Channel,Native Regent,01:44.4,"3-4w 2nd, no rally",7/2/2017,BEL,5,
5,8/9/2017,MSW-NY,8.5,T,8,No Worries Mate,12.2,,Luis Saez,Jeremiah Englehart,Lonhro (AUS),Soto,01:45.9,"wedge 1st,ins turns",7/2/2017,BEL,5,
5,8/9/2017,MSW-NY,8.5,T,9,Flat Out Jayvien,62.25,,Jorge Robles,Randi Persaud,Flat Out,Istan,01:46.8,"brush st,ins 1st,3w2nd",7/28/2017,SAR,5,
5,8/9/2017,MSW-NY,8.5,T,10,Frozen Giant,17.4,,Rosario Montanez,"Robert Falcone, Jr.",Frost Giant,Cryptoclearance,01:46.8,"3w both turns, folded",5/12/2017,BEL,2,
3,8/10/2017,MSW-F-NY,8.5,T,1,Dooder,1.1,Y,"Irad Ortiz, Jr.",Chad Brown,Flatter,Forest Wildcat,01:42.6,"2-3w turns,chased,up",,,,
3,8/10/2017,MSW-F-NY,8.5,T,2,Codrington,7.3,,Manuel Franco,David Donk,Courageous Cat,Fappie's Notebook,01:42.7,"bmpd brk,3w2nd,led1/16",8/2/2017,SAR,10,
3,8/10/2017,MSW-F-NY,8.5,T,3,Blue Atlas,1.5,,John Velazquez,Todd Pletcher,English Channel,More Than Ready,01:43.2,"2p turns,clear,wknd",7/1/2017,BEL,5,
3,8/10/2017,MSW-F-NY,8.5,T,4,Northernstreetgal,21.5,,Luis Saez,Gary Contessa,Here Comes Ben,Boston Harbor,01:43.8,"ins1st,2p2nd,tired",7/16/2017,BEL,4,
3,8/10/2017,MSW-F-NY,8.5,T,5,Single Mission,10.2,,Florent Geroux,Michael Stidham,Mission Impazible,Giant's Causeway,01:44.0,"last away,2-3p turns",,,,
3,8/10/2017,MSW-F-NY,8.5,T,6,Molly's Nighthawk,23.8,,"Hector Diaz, Jr.",John Kimmel,Freud,Flower Alley,01:44.1,"bmpd brk,ins,4w5/16",,,,
3,8/10/2017,MSW-F-NY,8.5,T,7,Queen Courage,46.5,,Angel Arroyo,Naipaul Chatterpaul,Courageous Cat,Summer Squall,01:45.6,"ins1st,2-3w2nd,empty",7/23/2017,SAR,1,
3,8/10/2017,MSW-F-NY,8.5,T,8,Reyana Reya Dreams,74.25,,Christopher DeCarlo,Randi Persaud,Yes It's True,Signal Tap,01:49.3,"inside pace, stopped",8/2/2017,SAR,10,
5,8/11/2017,MSW-F,5.5,T,1,Romantic Babe,38.25,,Manuel Franco,David Donk,Girolamo,Perfect Soul (IRE),01:02.8,"steadied st, inched cl",,,,
5,8/11/2017,MSW-F,5.5,T,2,Bridaled Temper,4.5,,Javier Castellano,Mark Casse,War Front,Sadler's Wells,01:03.0,"3w upper, mild kick",,,,
5,8/11/2017,MSW-F,5.5,T,3,Wild N Ready,5.7,,Julien Leparoux,Mark Casse,More Than Ready,D'Wildcat,01:03.3,"2w 1/4p, belatedly",,,,
5,8/11/2017,MSW-F,5.5,T,4,Girl's Night,3.2,,John Velazquez,Wesley Ward,Dunkirk,Crafty Friend,01:03.4,"in hand 3-2w, wknd lte",7/7/2017,BEL,1,
5,8/11/2017,MSW-F,5.5,T,5,La Contessa,5.8,,Jose Ortiz,Todd Pletcher,Congrats,Harlan's Holiday,01:03.4,"3w upper, wknd late",,,,
5,8/11/2017,MSW-F,5.5,T,6,Latrevo,10.8,,Luis Saez,"Richard Violette, Jr.",Yes It's True,Forestry,01:03.7,"chased ins, wknd late",7/7/2017,BEL,1,
5,8/11/2017,MSW-F,5.5,T,7,Fairy Link,33.5,,Joe Bravo,Peter Pugh,Data Link,Street Cry (IRE),01:03.8,"steady,altered 2p 5/16",,,,
5,8/11/2017,MSW-F,5.5,T,8,Tropical Wave,12.1,,Jose Lezcano,"George Arnold, II",Lemon Drop Kid,Tale of the Cat,01:04.1,"bobbled st, weakened",,,,
5,8/11/2017,MSW-F,5.5,T,9,Cyrielle,3.05,Y,Joel Rosario,H. Graham Motion,Animal Kingdom,Forestry,01:04.2,"6w upper, no impact",,,,
5,8/11/2017,MSW-F,5.5,T,10,Reiltin Oir,49.75,,"Ricardo Santana, Jr.",Niall Saville,Paynter,Songandaprayer,01:04.6,"overland turn, tired",,,,
2,8/12/2017,MSW,7,D,1,Oskar Blues,33.5,,Dylan Davis,Kenneth McPeek,Speightstown,A.P. Indy,01:24.0,"inside pace,dueld,game",,,,
2,8/12/2017,MSW,7,D,2,Airtouch,1.8,,John Velazquez,Todd Pletcher,Tapit,Bluegrass Cat,01:24.0,"bmpd brk,2p turn,duel",,,,
2,8/12/2017,MSW,7,D,3,Base Command,1.5,Y,Javier Castellano,Mark Hennig,Tiznow,Flatter,01:24.9,"outside,4wide turn",7/8/2017,BEL,3,
2,8/12/2017,MSW,7,D,4,Fixedincome Larry,8.4,,Manuel Franco,Jeremiah Englehart,Flatter,Not for Love,01:25.0,"2p turn,4p1/4,tired",7/8/2017,BEL,3,
2,8/12/2017,MSW,7,D,5,Not Fake News,23.2,,Tyler Gaffalione,Michael Maker,Overanalyze,Flatter,01:26.7,"inside turn,no threat",,,,
2,8/12/2017,MSW,7,D,6,Indimaaj,12.2,,Kendrick Carmouche,Kiaran McLaughlin,Tapit,Lear Fan,01:26.8,"3w turn,drift in,tired",,,,
2,8/12/2017,MSW,7,D,7,Get the Facts,5.6,,Jose Lezcano,Mark Casse,Tapit,Limehouse,01:26.9,"solid bump brk,ins trn",7/22/2017,SAR,5,
2,8/12/2017,MSW,7,D,8,Bravazo,41.25,,Angel Arroyo,D. Wayne Lukas,Awesome Again,Cee's Tizzy,01:27.0,lug out some 3-4w turn,,,,
2,8/12/2017,MSW,7,D,9,Everado,59.5,,Junior Alvarado,Nicholas Zito,Uncle Mo,Successful Appeal,01:29.6,"off 3-4 lengths slw,2p",,,,
4,8/12/2017,GRD-F,6.5,D,1,Pure Silver,1.7,Y,John Velazquez,Todd Pletcher,Mission Impazible,Forest Wildcat,01:17.2,"toss head st, went clr",7/16/2017,BEL,4,
4,8/12/2017,GRD-F,6.5,D,2,Southampton Way,4.8,,"Ricardo Santana, Jr.",Horacio DePaz,Into Mischief,Not for Love,01:18.7,"4w upper, no match",7/21/2017,SAR,5,
4,8/12/2017,GRD-F,6.5,D,3,Wall of Compassion,23.5,,Angel Arroyo,Rudy Rodriguez,Jimmy Creed,Eastern Echo,01:18.9,"4w upper, belatedly",7/7/2017,BEL,1,
4,8/12/2017,GRD-F,6.5,D,4,Stainless,10.2,,Manuel Franco,Todd Pletcher,Flatter,Unbridled's Song,01:19.5,fell to face start,7/21/2017,SAR,8,
4,8/12/2017,GRD-F,6.5,D,5,Sly Roxy,2.6,,Javier Castellano,Mark Casse,Speightstown,Indian Charlie,01:19.5,"firm hold 2p, weakened",7/27/2017,SAR,5,
4,8/12/2017,GRD-F,6.5,D,6,Limited View,4.7,,Kendrick Carmouche,"John Salzman, Jr.",Freedom Child,Not for Love,01:20.4,"dueled 3w turn, folded",6/17/2017,LRL,3,
4,8/12/2017,GRD-F,6.5,D,7,Proportionality,22.2,,Paco Lopez,Horacio DePaz,Discreet Cat,Touch Gold,01:20.5,"2-3w uppr, no impact",7/9/2017,LRL,6,
4,8/12/2017,GRD-F,6.5,D,8,Di Maria,31.75,,Luis Saez,James Ryerson,Data Link,Pulpit,01:20.5,"3-2w in aim, tired",7/1/2017,GP,4,
6,8/12/2017,MSW,8.5,T,1,Machtree,9.9,,Luis Saez,Mark Casse,Kitten's Joy,Forestry,01:47.0,"ins6F,clear 2p upper",,,,
6,8/12/2017,MSW,8.5,T,2,Honey Dont,16.4,,Junior Alvarado,William Mott,Soldat,Mr. Greeley,01:47.1,"2w 2nd,3w & btwn lane",,,,
6,8/12/2017,MSW,8.5,T,3,Double Bourbon,8.4,,Jose Lezcano,Mark Casse,Smart Strike,A.P. Indy,01:47.2,"2w,shadow foe 5w uppr",,,,
6,8/12/2017,MSW,8.5,T,4,Lone Sentry,13,,Manuel Franco,Kelly Rubley,More Than Ready,A.P. Indy,01:47.3,"2w & btwn 2nd,6p 1/8",,,,
6,8/12/2017,MSW,8.5,T,5,Have At It,4.8,,Tyler Gaffalione,Christophe Clement,Kitten's Joy,Not for Love,01:47.4,"ins 2nd,clear rail 1/4",,,,
6,8/12/2017,MSW,8.5,T,6,Channel Cat,2.8,,John Velazquez,Todd Pletcher,English Channel,Kitten's Joy,01:47.5,"in range 2w,4p 1/8pl",7/1/2017,GP,2,
6,8/12/2017,MSW,8.5,T,7,Lago Gris,10,,Paco Lopez,Kelly Breen,The Factor,Navarone,01:47.6,"ins,4w upr,wknd&pinch",7/19/2017,DEL,4,
6,8/12/2017,MSW,8.5,T,8,Tejas Ranger (IRE),38.75,,Christopher DeCarlo,Nicholas Zito,Point of Entry,Green Desert,01:47.8,"sluggish st,2w,3w 2nd",,,,
6,8/12/2017,MSW,8.5,T,9,Sportswear (GB),2.35,Y,Javier Castellano,Chad Brown,Frankel (GB),Red Ransom,01:48.1,"3w turns,ask past 3/8",,,,
6,8/12/2017,MSW,8.5,T,10,Schliffy,52.75,,Eric Cancel,D. Wayne Lukas,Tapizar,Tiznow,01:48.5,"2w & btwn 2nd,no bids",,,,
7,8/12/2017,MSW,7,D,1,Coltandmississippi,3.35,,John Velazquez,Todd Pletcher,Pioneerof the Nile,Forest Wildcat,01:26.2,"3w uppr, duel, gamely",,,,
7,8/12/2017,MSW,7,D,2,Roaming Union,5.4,,Paco Lopez,Kelly Breen,Union Rags,Bernardini,01:26.2,"4w uppr, duel, bested",7/8/2017,BEL,3,
7,8/12/2017,MSW,7,D,3,Wyatt's Town,3.7,,"Ricardo Santana, Jr.",Steven Asmussen,Speightstown,Indian Charlie,01:26.2,"veered out st, missed",6/22/2017,CD,3,
7,8/12/2017,MSW,7,D,4,Coal Truth,2.1,Y,Javier Castellano,Chad Brown,Mineshaft,Giant's Causeway,01:27.0,"hit gate st, 6w upper",,,,
7,8/12/2017,MSW,7,D,5,Lone Sailor,7.3,,Rajiv Maragh,Thomas Amoss,Majestic Warrior,Mr. Greeley,01:27.4,"off 1/2 beat slw, wknd",,,,
7,8/12/2017,MSW,7,D,6,My Chinumado,34,,Tyler Gaffalione,Jaime Mejia,Into Mischief,Divine Park,01:27.5,"in hand 2p, weakened",,,,
7,8/12/2017,MSW,7,D,7,Can Go,36.75,,Junior Alvarado,Nicholas Zito,Creative Cause,Albert the Great,01:28.3,"lunged, steadied start",,,,
7,8/12/2017,MSW,7,D,8,Infield Is In,42.5,,Christopher DeCarlo,Richard Metivier,First Samurai,Not for Love,01:28.4,carried out 11w 1/4p,7/22/2017,SAR,3,
7,8/12/2017,MSW,7,D,9,Song of the Nile,11.2,,Luis Saez,D. Wayne Lukas,Pioneerof the Nile,Songandaprayer,01:32.5,"bumped st, bolted 1/4p",,,,
2,8/13/2017,MSW-F,8.5,T,1,Oldfashioned Style,13.5,,Luis Saez,Gary Contessa,Old Fashioned,Smarty Jones,01:24.5,"3w upper, edged clear",6/29/2017,BEL,3,
2,8/13/2017,MSW-F,8.5,T,2,Critique,2.65,,John Velazquez,Todd Pletcher,Midnight Lute,Maria's Mon,01:25.0,"4-3w pursuit, 2nd best",,,,
2,8/13/2017,MSW-F,8.5,T,3,City Day,2.8,,"Irad Ortiz, Jr.",Christophe Clement,City Zip,Fly So Free,01:25.3,strong 4w bid turn,,,,
2,8/13/2017,MSW-F,8.5,T,4,Miss Mo Mentum,1.85,Y,Joel Rosario,Mark Casse,Uncle Mo,Mineshaft,01:25.4,"chased 3-2w, wknd late",7/23/2017,SAR,1,
2,8/13/2017,MSW-F,8.5,T,5,Cash Out,9,,Julien Leparoux,"George Arnold, II",Street Cry (IRE),Tiznow,01:26.9,"3w upper, tired",,,,
2,8/13/2017,MSW-F,8.5,T,6,Super Duper Girl,24.5,,Eric Cancel,Jaime Mejia,Super Saver,Yes It's True,01:29.8,"coaxed st, folded",,,,
2,8/13/2017,MSW,8.5,T,7,Lady Margaret,8.7,,Joe Bravo,D. Wayne Lukas,Pioneerof the Nile,Hennessy,01:29.9,"bumped st, trailed",8/6/2017,SAR,2,
8,8/13/2017,GRD,6.5,D,1,Copper Bullet,3.55,,"Irad Ortiz, Jr.",Steven Asmussen,More Than Ready,Unbridled's Song,01:16.5,"4w upper, drew clear",6/30/2017,CD,6,
8,8/13/2017,GRD,6.5,D,2,Hollywood Star,4.9,,Robby Albarado,Dale Romans,Malibu Moon,Wild Rush,01:17.1,"2-3w pursuit, 2nd best",6/28/2017,CD,4,
8,8/13/2017,GRD,6.5,D,3,Tempestad,23,,Joel Rosario,Todd Pletcher,Uncle Mo,War Chant,01:17.4,"3-4w early, mild bid",5/18/2017,BEL,2,
8,8/13/2017,GRD,6.5,D,4,Bal Harbour,18.7,,John Velazquez,Todd Pletcher,First Samurai,Carson City,01:17.4,"bumped st, 5w upper",7/22/2017,SAR,9,
8,8/13/2017,GRD,6.5,D,5,Crea's Bklyn Law,55.25,,Manuel Franco,Michael Dilger,Sky Mesa,Quiet American,01:17.5,"4-5w upper, mild kick",7/6/2017,DEL,5,
8,8/13/2017,GRD,6.5,D,6,Diamond Oops,6.6,,Luis Saez,Patrick Biancone,Lookin at Lucky,Whywhywhy,01:18.0,"stumbled st, 6w upper",7/1/2017,GP,3,
8,8/13/2017,GRD,6.5,D,7,Mo Diddley,5.6,,Javier Castellano,Mark Casse,Uncle Mo,Vindication,01:18.3,"dueled 2p, tired",5/18/2017,CD,1,
8,8/13/2017,GRD,6.5,D,8,Barry Lee,1.75,Y,Jose Ortiz,Horacio DePaz,Violence,Muqtarib,01:20.0,"brush gate,duel,folded",7/14/2017,LRL,6,
8,8/13/2017,GRD,6.5,D,9,Vino,18.1,,Paco Lopez,Kelly Breen,Treasure Beach (GB),Smoke Glacken,01:21.0,"5w upper, gave way",7/14/2017,MTH,3,
4,8/14/2017,MSW,5.5,T,1,Snapper Sinclair,5.9,,"Ricardo Santana, Jr.",Steven Asmussen,City Zip,Yes It's True,01:02.1,"4w upper, edged clear",7/8/2017,BEL,3,
4,8/14/2017,MSW,5.5,T,2,Gidu (IRE),2.05,,Jose Ortiz,Todd Pletcher,Frankel (GB),Unbridled's Song,01:02.7,"solid bump st, ran on",,,,
4,8/14/2017,MSW,5.5,T,3,Nepthene,42.5,,Christopher DeCarlo,"George Arnold, II",Exchange Rate,Malibu Moon,01:02.8,"5w upper, wknd late",,,,
4,8/14/2017,MSW,5.5,T,4,Tom's Music,13.7,,Rajiv Maragh,Carlos Martin,Midnight Lute,Alydeed,01:03.1,"4-5w upper, improved",7/31/2017,SAR,4,
4,8/14/2017,MSW,5.5,T,5,Blue Lute,17.3,,Michael Luzzi,Brian Lynch,Midnight Lute,Mongoose,01:03.4,"2w 1/4, by tired foes",,,,
4,8/14/2017,MSW,5.5,T,6,Pocket Book,1.5,Y,John Velazquez,Wesley Ward,Into Mischief,Malibu Moon,01:03.6,"gap dueled 2p, tired",6/11/2017,GP,4,
4,8/14/2017,MSW,5.5,T,7,The Best Candy,33.25,,Eric Cancel,Jaime Mejia,Candy Ride (ARG),Chester House,01:04.0,"bumped, squeezed st",,,,
4,8/14/2017,MSW,5.5,T,8,Scatjack,5.7,,Luis Saez,Jeremiah Englehart,Scat Daddy,Gone West,01:11.5,"brk out st, bolted 3/8",,,,
5,8/16/2017,MSW-NY,5.5,T,1,Stolen Pistol,7.7,,Luis Saez,Joe Sharp,New Year's Day,Closing Argument,01:02.5,"ins-2p turn,split 3/16",7/15/2017,BEL,9,
5,8/16/2017,MSW-NY,5.5,T,2,Nolinski,7.3,,"Irad Ortiz, Jr.",Jeremiah Englehart,Bob and John,Yes It's True,01:02.7,"2p turn,4p1/4,bid3/16",,,,
5,8/16/2017,MSW-NY,5.5,T,3,Cross Multiply,16.4,,Julien Leparoux,Gary Contessa,The Factor,Sunday Break (JPN),01:03.3,"3w turn,5w1/4,weakened",7/24/2017,SAR,9,
5,8/16/2017,MSW-NY,5.5,T,4,Burkie,36,,"Samuel Camacho, Jr.",Peter Pugh,Shanghai Bobby,Pine Bluff,01:03.4,"off bit slow,3w,5w1/4",,,,
5,8/16/2017,MSW-NY,5.5,T,5,Ten Eyck,17.6,,Eric Cancel,Thomas Morley,Freud,City Zip,01:03.5,"3-4w turn,no threat",,,,
5,8/16/2017,MSW-NY,5.5,T,6,Lake Party,29.5,,Kendrick Carmouche,Gary Contessa,Desert Party,Salt Lake,01:03.6,"3-4w turn,6w into lane",6/23/2017,BEL,5,
5,8/16/2017,MSW-NY,5.5,T,7,Sicilia Sal,13.2,,Joel Rosario,Gary Sciacca,Desert Party,Stephen Got Even,01:03.7,"2path turn,no threat",,,,
5,8/16/2017,MSW-NY,5.5,T,8,Joe's Smokin Gun,4.7,,Paco Lopez,Timothy Hills,Posse,Tiznow,01:03.7,"pace,3path turn,tired",7/24/2017,SAR,9,
5,8/16/2017,MSW-NY,5.5,T,9,My Mr. Wonderful,0.8,Y,Jose Ortiz,"Richard Violette, Jr.",Stonesider,Chester House,01:03.8,"lug out,2p turn,tired",7/24/2017,SAR,9,
9,8/16/2017,STK-F,5.5,T,1,March X Press,2.4,Y,Jose Ortiz,Todd Pletcher,Shanghai Bobby,Indian Charlie,01:01.7,"shy st,traffc,check1/8",8/2/2017,SAR,10,
9,8/16/2017,STK-F,5.5,T,2,Fairyland,3.35,,"Irad Ortiz, Jr.",Wesley Ward,Scat Daddy,Elusive Quality,01:01.8,"ins,ask3/16,nail late",6/23/2017,ASC,,
9,8/16/2017,STK-F,5.5,T,3,Sugar Queen,4.3,,John Velazquez,Todd Pletcher,Gemologist,Indian Charlie,01:01.8,"4w,ask5/16,belatedly",7/24/2017,SAR,6,
9,8/16/2017,STK-F,5.5,T,4,Life Time Citizen,29.25,,Luis Saez,Philip Serpe,Proud Citizen,Arch,01:02.1,"lunge out brk,2w turn",7/12/2017,DEL,8,
9,8/16/2017,STK-F,5.5,T,5,Buy Sell Hold,7.4,,Florent Geroux,Steven Asmussen,Violence,Unbridled's Song,01:02.4,"spar 2w,ask3/16,tired",7/21/2017,SAR,8,
9,8/16/2017,STK-F,5.5,T,6,Sly Beauty,2.65,,Javier Castellano,Mark Casse,Into Mischief,Danzig,01:02.7,"took back,3w,brsh1/8",6/18/2017,WO,2,
9,8/16/2017,STK-F,5.5,T,7,Madame X.,15.8,,Sheldon Russell,Susan Cooney,Exchange Rate,Bernstein,01:02.9,"awkward 1st step,green",7/2/2017,LRL,1,
5,8/17/2017,MSW-NY,6,D,1,Looking Ready,1.65,,Javier Castellano,Bruce Levine,More Than Ready,Giant's Causeway,01:12.0,"vied 2w,drift 4w lane",7/28/2017,SAR,5,
5,8/17/2017,MSW-NY,6,D,2,Sea Foam,11.8,,Manuel Franco,Christophe Clement,Medaglia d'Oro,Unbridled's Song,01:12.3,"in at st,3w,vie winner",,,,
5,8/17/2017,MSW-NY,6,D,3,Dark Ops,1.25,Y,"Irad Ortiz, Jr.",Rudy Rodriguez,Bernardini,Boston Harbor,01:12.6,"bobble st,4w,drift str",,,,
5,8/17/2017,MSW-NY,6,D,4,Panama Ed,11.7,,Rajiv Maragh,Chris Englehart,Bluegrass Cat,Husband,01:14.1,"push bit st,2w,6w late",7/15/2017,BEL,9,
5,8/17/2017,MSW-NY,6,D,5,Paynter's Prize,10.5,,Jose Ortiz,Charlton Baker,Paynter,Broken Vow,01:14.8,"green back,ins turn",,,,
5,8/17/2017,MSW-NY,6,D,6,Rollo Lothbrok,63.25,,Michael Luzzi,Bruce Brown,Posse,Anasheed,01:14.9,3w & ask by 5/16pl,,,,
5,8/17/2017,MSW-NY,6,D,7,Perfectexpectation,32,,Joe Bravo,Michael Maker,Majesticperfection,Rockport Harbor,01:15.0,"2w & urge turn,5p1/8",,,,
5,8/17/2017,MSW-NY,6,D,8,Royal Power,10.9,,Dylan Davis,Gary Gullo,Orb,Southern Halo,01:15.5,"inside journey, falter",7/24/2017,SAR,9,
5,8/17/2017,MSW-NY,6,D,9,Buss the Bell,83.5,,Rosario Montanez,Randi Persaud,Teuflesberg,More Than Ready,01:20.6,"4-5w turn, brief foot",7/24/2017,SAR,9,
9,8/17/2017,MSW-F-NY,5.5,T,1,Held Accountable,4,,Luis Saez,Philip Serpe,Exchange Rate,A.P. Indy,01:02.1,"3w upper, edged away",,,,
9,8/17/2017,MSW-F-NY,5.5,T,2,Pound Note,8.6,,Eric Cancel,Thomas Bush,Currency Swap,Strategic Mission,01:02.4,"4-3w uppr, willingly",,,,
9,8/17/2017,MSW-F-NY,5.5,T,3,Scatback,2.1,Y,Joel Rosario,Carlos Martin,Scat Daddy,Came Home,01:02.9,"3-4w upper, mild kick",7/21/2017,SAR,2,
9,8/17/2017,MSW-F-NY,5.5,T,4,Pretty River,40.75,,Angel Arroyo,Gary Contessa,San Pablo,Freud,01:03.2,"bump 2x st, improved",,,,
9,8/17/2017,MSW-F-NY,5.5,T,5,Straw Hat,5.3,,Jose Ortiz,Leah Gyarmati,Posse,Honour and Glory,01:03.3,"7w uppr, by tired foes",,,,
9,8/17/2017,MSW-F-NY,5.5,T,6,Centr of the Stage,6.1,,"Irad Ortiz, Jr.",Rudy Rodriguez,Algorithms,Yonaguska,01:04.0,"4w upper, tired",7/21/2017,SAR,2,
9,8/17/2017,MSW-F-NY,5.5,T,7,Willie U,9.3,,Jose Lezcano,Michael Lauer,Utopia (JPN),Scatmandu,01:04.9,"coaxed inside, tired",7/21/2017,SAR,2,
9,8/17/2017,MSW-F-NY,5.5,T,8,Reyana Reya Delite,62.5,,Luis Reyes,Randi Persaud,Utopia (JPN),Afternoon Deelites,01:05.2,"hustled st, no impact",8/4/2017,SAR,4,
9,8/17/2017,MSW-F-NY,5.5,T,9,Sayonara Rose,15.5,,Christopher DeCarlo,Michael Mareina,Shanghai Bobby,Dixie Union,01:06.8,"bumped st, euthanized",7/26/2017,SAR,6,
9,8/17/2017,MSW-F-NY,5.5,T,10,Toquette,12.4,,Kendrick Carmouche,Danny Gargan,Desert Party,Alybro,01:07.0,got out 4-5w turn,,,,
4,8/18/2017,STK,5.5,D,1,Flameaway,4.4,,Javier Castellano,Mark Casse,Scat Daddy,Fusaichi Pegasus,01:06.7,"2p-rail turn,stdied1/4",5/28/2017,WO,5,
4,8/18/2017,STK,5.5,D,2,El Dulce,1.3,Y,John Velazquez,Todd Pletcher,Twirling Candy,The Leopard,01:06.9,"3-4w turn,bid3/16,led",7/29/2017,SAR,4,
4,8/18/2017,STK,5.5,D,3,Dial One,3.85,,Jose Ortiz,Todd Pletcher,Dialed In,War Front,01:07.3,"3-4w turn,5w into lane",7/1/2017,GP,3,
4,8/18/2017,STK,5.5,D,4,My Chinumado,22.1,,Paco Lopez,Jaime Mejia,Into Mischief,Divine Park,01:07.9,"3-4p turn,bid1/4,tired",8/12/2017,SAR,7,
4,8/18/2017,STK,5.5,D,5,Nuclear Option,3.55,,Robby Albarado,Wesley Ward,First Defence,After Market,01:09.1,"pace,inside turn,faded",6/24/2017,CD,2,
4,8/18/2017,STK,5.5,D,6,Joopster,7.6,,"Irad Ortiz, Jr.",Wesley Ward,Mineshaft,Medaglia d'Oro,01:10.3,"2-3path turn, faltered",7/31/2017,SAR,4,
5,8/18/2017,MSW-F-NY,6,D,1,Droselmeyr's Smile,7.4,,Joel Rosario,Charlton Baker,Drosselmeyer,Dixie Union,01:13.3,"2w,6-7w3/16,hand ride",,,,
5,8/18/2017,MSW-F-NY,6,D,2,Missimpazi,4.4,,"John Davila, Jr.",Chris Englehart,Mission Impazible,Dehere,01:13.8,"3w vs duo,led 1/4-1/16",,,,
5,8/18/2017,MSW-F-NY,6,D,3,Under Suspicion,1.6,Y,Luis Saez,Philip Serpe,Friend or Foe,Stormin Fever,01:14.1,"rail vs duo half,wknd",,,,
5,8/18/2017,MSW-F-NY,6,D,4,My Roxy Girl,9.5,,Dylan Davis,Mitchell Friedman,Emcee,City Zip,01:14.6,"quick to ins,no impact",8/4/2017,SAR,4,
5,8/18/2017,MSW-F-NY,6,D,5,Tayler's the Boss,2.05,,"Irad Ortiz, Jr.",Danny Gargan,Street Boss,Ecton Park,01:14.7,"4w,chase pace fight",,,,
5,8/18/2017,MSW-F-NY,6,D,6,The Great Johanna,21.9,,Jose Lezcano,Arthur Magnuson,Teuflesberg,Red Bullet,01:15.5,"2w,btwn foes for half",,,,
5,8/18/2017,MSW-F-NY,6,D,7,Finlee,24,,"Ricardo Santana, Jr.",Marialice Coffey,The Lumber Guy,Conquistador Cielo,01:16.0,"2-3w turn, no factor",,,,
2,8/19/2017,MSW,7,D,1,Honorable Treasure,3.6,,Robby Albarado,Kenneth McPeek,To Honor and Serve,Dixie Union,01:22.9,"4-3w in aim, drew clr",7/22/2017,SAR,3,
2,8/19/2017,MSW,7,D,2,Ezmosh,3,,Luis Saez,Brad Cox,Tizway,Fusaichi Pegasus,01:23.9,"pressured, 2nd best",7/22/2017,SAR,5,
2,8/19/2017,MSW,7,D,3,Congruity,1.85,Y,Javier Castellano,Chad Brown,Graydar,Speightstown,01:25.6,"svd grd, bested rest",,,,
2,8/19/2017,MSW,7,D,4,Cullum Road,11.6,,"Ricardo Santana, Jr.",George Weaver,Quality Road,Indian Charlie,01:26.7,"3w uppr, by tired foes",,,,
2,8/19/2017,MSW,7,D,5,Witch Doctor,10.1,,Kendrick Carmouche,Michael Maker,Overanalyze,Dynaformer,01:26.7,"coaxed st, tired",,,,
2,8/19/2017,MSW,7,D,6,Discovered,7.6,,Jose Lezcano,Mark Casse,Gemologist,Hennessy,01:26.8,"chased 3-2w, tired",7/20/2017,GP,6,
2,8/19/2017,MSW,7,D,7,Kentucky Club,27.5,,Florent Geroux,D. Wayne Lukas,Oxbow,A.P. Indy,01:27.0,"4w upper, no impact",7/29/2017,SAR,1,
2,8/19/2017,MSW,7,D,8,Make It Work,32.5,,Dylan Davis,Kenneth McPeek,Two Step Salsa,Omega Code,01:29.1,"chased 2p, faltered",,,,
