DATE,RACE,CLASS,RACE NAME,DIST,SURF,STARTER NAME,PP,ODDS,FAVE,FIN,TRAINER,JOCKEY,TIME,PREV RACE,DAYS,SIRE
8/11/2019,3,MSW-F,,8.5,Turf,Slip Sliding Away,1,3.75,0,4,James Toner,Joe Bravo,01:41.6,,,American Pharoah
8/11/2019,3,MSW-F,,8.5,Turf,Gran Chemin,5,9.8,0,5,Jeremiah Englehart,"Irad Ortiz, Jr.",01:41.9,,,Constitution
8/11/2019,3,MSW-F,,8.5,Turf,Leeway,3,32.5,0,6,Christophe Clement,Chris Landeros,01:42.0,,,Stroll
8/11/2019,3,MSW-F,,8.5,Turf,Windfall Profit,4,7,0,7,Claude McGaughey III,Joel Rosario,01:42.0,,,Malibu Moon
8/11/2019,3,MSW-F,,8.5,Turf,Revelment,9,47.5,0,8,Barclay Tagg,Dylan Davis,01:42.6,,,English Channel
8/11/2019,3,MSW-F,,8.5,Turf,Catherineofaragon,10,35.25,0,9,Rodolphe Brisset,Tyler Gaffalione,01:42.8,,,Bodemeister
8/11/2019,3,MSW-F,,8.5,Turf,Hard Won,6,50.25,0,10,Leah Gyarmati,Rajiv Maragh,01:43.4,,,Hard Spun
8/11/2019,6,MSW-F,,6,Dirt,Lotta Ott,3,3.6,0,1,Steven Asmussen,"Ricardo Santana, Jr.",01:10.6,SAR 7/12 5,30,Tapiture
8/11/2019,6,MSW-F,,6,Dirt,Mundaye Call,8,0.85,1,2,Don Chatlos,Jose Ortiz,01:10.6,,,Into Mischief
8/11/2019,6,MSW-F,,6,Dirt,Secondary Market,4,7.7,0,3,Chad Brown,Javier Castellano,01:11.2,,,Into Mischief
8/11/2019,6,MSW-F,,6,Dirt,Noudha,2,15.4,0,4,Todd Pletcher,John Velazquez,01:11.5,,,American Pharoah
8/11/2019,6,MSW-F,,6,Dirt,Palace Avenger,7,8.7,0,5,Wesley Ward,"Irad Ortiz, Jr.",01:11.6,BEL 7/3 5,39,Palace
8/11/2019,6,MSW-F,,6,Dirt,Velvet Crush,6,15.6,0,6,Rodolphe Brisset,Manuel Franco,01:11.8,,,Tapit
8/11/2019,6,MSW-F,,6,Dirt,Plea,5,11.2,0,7,William Mott,Junior Alvarado,01:12.0,,,Lea
8/11/2019,6,MSW-F,,6,Dirt,Nikki My Angel,1,34.5,0,8,Anthony Quartarolo,Eric Cancel,01:15.4,TDN 7/20 7,22,Shackleford
8/14/2019,2,MSW,,6,Dirt,Beyond Gone,5,0.65,1,1,Kenneth McPeek,Jose Ortiz,01:11.3,SAR 7/18 2,27,Can the Man
8/14/2019,2,MSW,,6,Dirt,Dan the Man Can,3,4.8,0,2,Edward Barker,Manuel Franco,01:11.8,SAR 8/1 1,13,Can the Man
8/14/2019,2,MSW,,6,Dirt,More Thunder,2,4.5,0,3,Steve Klesaris,Joel Rosario,01:12.1,,,Goldencents
8/14/2019,2,MSW,,6,Dirt,King of American,6,18.2,0,4,Randi Persaud,Rajiv Maragh,01:12.7,SAR 8/1 3,13,Flatter
8/14/2019,2,MSW,,6,Dirt,Mr Phil,7,18.2,0,5,James Ryerson,Tyler Gaffalione,01:13.0,SAR 8/1 1,13,Mr Speaker
8/14/2019,2,MSW,,6,Dirt,Montana Man,1,11,0,6,Dale Romans,Luis Saez,01:13.4,,,Constitution
8/14/2019,2,MSW,,6,Dirt,Stone Guitar,4,20.1,0,7,Gary Contessa,Kendrick Carmouche,01:13.7,SAR 8/9 4,5,Bustin Stones
8/14/2019,6,MSW-NY-F,,8.5,Turf,English Breeze,5,9.4,0,1,David Donk,Manuel Franco,01:42.5,,,English Channel
8/14/2019,6,MSW-NY-F,,8.5,Turf,Sainte Mere Eglise,2,23.2,0,2,Thomas Bush,Junior Alvarado,01:43.3,,,Noble Mission (GB)
8/14/2019,6,MSW-NY-F,,8.5,Turf,Mazal Eighteen,10,7.7,0,3,Patrick Reynolds,"Irad Ortiz, Jr.",01:43.6,SAR 7/24 3,21,Will Take Charge
8/14/2019,6,MSW-NY-F,,8.5,Turf,Kiss and Run,9,7.6,0,4,Cherie DeVaux,Jose Lezcano,01:43.6,,,Carpe Diem
8/14/2019,6,MSW-NY-F,,8.5,Turf,Dustinthewind,7,24.75,0,5,Edmund Davis,Joe Bravo,01:43.8,SAR 7/24 3,21,Mission Impazible
8/14/2019,6,MSW-NY-F,,8.5,Turf,Astoria Kitten,3,1,1,6,Danny Gargan,Kendrick Carmouche,01:43.8,,,Kitten's Joy
8/14/2019,6,MSW-NY-F,,8.5,Turf,Sister Beauty,8,15.5,0,7,Gary Contessa,Joel Rosario,01:44.0,SAR 7/31 3,14,Revolutionary
8/14/2019,6,MSW-NY-F,,8.5,Turf,Big Bounty,1,22.1,0,8,Leah Gyarmati,Jose Ortiz,01:44.0,,,Posse
8/14/2019,6,MSW-NY-F,,8.5,Turf,Devils Rendezvous,6,5.3,0,9,Gary Contessa,Tyler Gaffalione,01:44.7,SAR 7/17 5,28,Daredevil
8/14/2019,6,MSW-NY-F,,8.5,Turf,More Than Silver,4,40.5,0,10,Leah Gyarmati,Rajiv Maragh,01:45.9,SAR 7/24 3,21,More Than Ready
8/14/2019,7,STK-F,Bolton Landing S.,5.5,Turf,Kimari,4,0.25,1,1,Wesley Ward,John Velazquez,01:01.4,ASC 6/19,56,Munnings
8/14/2019,7,STK-F,Bolton Landing S.,5.5,Turf,Abscond,3,5.7,0,2,Eddie Kenneally,Javier Castellano,01:02.0,ELP 7/21 4,24,Blame
8/14/2019,7,STK-F,Bolton Landing S.,5.5,Turf,Champagne Humor,5,13.5,0,3,Antonio Sano,Luca Panici,01:02.2,GP 5/25 5,81,Distorted Humor
8/14/2019,7,STK-F,Bolton Landing S.,5.5,Turf,Vast,1,6.9,0,4,William Mott,Junior Alvarado,01:02.5,SAR 7/12 5,33,Lea
8/14/2019,7,STK-F,Bolton Landing S.,5.5,Turf,Classy Sadie,6,23.3,0,5,Gary Contessa,Tyler Gaffalione,01:02.5,SAR 7/18 3,27,Emcee
8/14/2019,7,STK-F,Bolton Landing S.,5.5,Turf,Persian Queen,2,31.5,0,6,Carlos Martin,Luis Saez,01:03.5,SAR 7/25 2,20,Union Rags
8/15/2019,2,MSW-F,,6,Dirt,British Idiom,3,3.5,1,1,Brad Cox,Javier Castellano,01:10.0,,,Flashback
8/15/2019,2,MSW-F,,6,Dirt,Miss Marissa,2,14.5,0,2,James Ryerson,Dylan Davis,01:10.6,SAR 7/14 1,32,He's Had Enough
8/15/2019,2,MSW-F,,6,Dirt,Ain't None Lucky,6,3.8,0,3,Lacey Gaudet,"Irad Ortiz, Jr.",01:10.7,SAR 7/17 5,29,Candy Ride (ARG)
8/15/2019,2,MSW-F,,6,Dirt,Miraculousblessing,7,8.2,0,4,Kelsey Danner,Tyler Gaffalione,01:11.5,,,Rattlesnake Bridge
8/15/2019,2,MSW-F,,6,Dirt,Esther's Fortune,8,7.5,0,5,Bruce Levine,Jose Ortiz,01:12.2,,,Super Saver
8/15/2019,2,MSW-F,,6,Dirt,Little Farina,1,14,0,6,Rudy Rodriguez,Manuel Franco,01:12.9,,,Astrology
8/15/2019,2,MSW-F,,6,Dirt,Surprise Arrival,5,32.5,0,7,Michael Maker,Jose Lezcano,01:12.9,,,Lea
8/15/2019,2,MSW-F,,6,Dirt,Cherokee Song,9,65.75,0,8,Randi Persaud,Samuel Jimenez,01:14.1,,,Pioneerof the Nile
8/15/2019,2,MSW-F,,6,Dirt,Tetrahydro,4,5.5,0,9,Dale Romans,Luis Saez,01:14.1,,,Daredevil
8/15/2019,2,MSW-F,,6,Dirt,Talk You Out of It,10,3.75,0,10,Bruce Brown,Junior Alvarado,01:17.8,BEL 7/3 5,43,Overanalyze
8/15/2019,4,MSW,,5.5,Turf,Mystic Lancelot,4,1.8,1,1,Todd Pletcher,John Velazquez,01:01.1,,,Into Mischief
8/15/2019,4,MSW,,5.5,Turf,Art Collector,8,7.1,0,2,Joe Sharp,Luis Saez,01:01.5,,,Bernardini
8/15/2019,4,MSW,,5.5,Turf,Buy Land and See,1,11.6,0,3,Steve Klesaris,Jose Lezcano,01:01.7,,,Cairo Prince
8/15/2019,4,MSW,,5.5,Turf,Aye Aye Sir,6,5.6,0,4,Wesley Ward,"Irad Ortiz, Jr.",01:01.8,,,Midshipman
8/15/2019,4,MSW,,5.5,Turf,Croi Mor,5,10.6,0,5,Todd Pletcher,Javier Castellano,01:01.9,,,Honor Code
8/15/2019,4,MSW,,5.5,Turf,Relentless Dancer,2,3.5,0,6,Michael Maker,Jose Ortiz,01:01.9,,,Midshipman
8/15/2019,4,MSW,,5.5,Turf,Pharoah Cat,3,22.7,0,7,D. Lukas,Luis Reyes,01:02.2,SAR 7/13 4,33,American Pharoah
8/15/2019,4,MSW,,5.5,Turf,Katama Bay,7,18.5,0,8,Brad Cox,Joel Rosario,01:02.2,,,Flatter
8/15/2019,4,MSW,,5.5,Turf,Mr Thrifty,9,10.9,0,9,"Robert Reid, Jr.",Kendrick Carmouche,01:03.4,SAR 7/21 8,25,Poseidon's Warrior
8/16/2019,1,MSW-NY,,8.5,Turf,Mo Ready,6,1.1,1,1,Todd Pletcher,Jose Ortiz,01:43.6,SAR 7/26 2,21,Uncle Mo
8/16/2019,1,MSW-NY,,8.5,Turf,Maxwell Esquire,2,5.6,0,2,Christophe Clement,"Irad Ortiz, Jr.",01:43.8,,,Discreet Cat
8/16/2019,1,MSW-NY,,8.5,Turf,Turbo Drive,4,7.3,0,3,Michael Maker,Dylan Davis,01:44.0,SAR 7/18 5,29,Teuflesberg
8/16/2019,1,MSW-NY,,8.5,Turf,Noble Emotion,3,21.1,0,4,Jonathan Thomas,Javier Castellano,01:44.0,,,Noble Mission (GB)
8/16/2019,1,MSW-NY,,8.5,Turf,Barleewon,1,4.2,0,5,Michael Stidham,John Velazquez,01:44.1,SAR 7/18 5,29,Animal Kingdom
8/16/2019,1,MSW-NY,,8.5,Turf,Inside Info,7,11.5,0,6,George Weaver,Manuel Franco,01:44.5,,,Mission Impazible
8/16/2019,1,MSW-NY,,8.5,Turf,Driftwood,9,11.7,0,7,Kenneth McPeek,Julien Leparoux,01:44.8,SAR 7/26 2,21,Courageous Cat
8/16/2019,1,MSW-NY,,8.5,Turf,Managing Risk,10,1.1,1,8,Rudy Rodriguez,Rajiv Maragh,01:45.5,AQU 4/19 1,119,Micromanage
8/16/2019,1,MSW-NY,,8.5,Turf,Kobe,5,31.75,0,9,Gary Contessa,Tyler Gaffalione,01:46.2,SAR 7/26 2,21,Japan
8/16/2019,1,MSW-NY,,8.5,Turf,Victory Built,8,39.5,0,10,Michael Maker,Luis Saez,01:48.5,,,Big Brown
8/16/2019,9,STK,Skidmore S.,5.5,Turf,Another Miracle,3,2.55,0,1,Gary Contessa,Manuel Franco,01:01.6,SAR 7/24 6,23,American Pharoah
8/16/2019,9,STK,Skidmore S.,5.5,Turf,Proven Strategies,2,10.7,0,2,Mark Casse,Tyler Gaffalione,01:01.9,SAR 7/27 7,20,Sky Mesa
8/16/2019,9,STK,Skidmore S.,5.5,Turf,Montauk Daddy,6,0.85,1,3,Linda Rice,Jose Lezcano,01:01.9,BEL 7/6 5,41,Daddy Long Legs
8/16/2019,9,STK,Skidmore S.,5.5,Turf,Memorable,1,20.2,0,4,Steven Asmussen,"Ricardo Santana, Jr.",01:02.4,SAR 7/13 3,34,Uncle Mo
8/16/2019,9,STK,Skidmore S.,5.5,Turf,Now Is,8,24.25,0,5,Philip Gleaves,John Velazquez,01:02.8,MTH 8/3 10,13,Sidney's Candy
8/16/2019,9,STK,Skidmore S.,5.5,Turf,Venerate,7,32.5,0,6,Antonio Sano,"Irad Ortiz, Jr.",01:03.0,GP 7/4 2,43,Treasure Beach (GB)
8/16/2019,9,STK,Skidmore S.,5.5,Turf,Frosted Rose,5,6.1,0,7,Michael Trombetta,Joel Rosario,01:03.1,SAR 8/1 1,15,Oxbow
8/16/2019,9,STK,Skidmore S.,5.5,Turf,River Hawk,4,29.75,0,8,Edward Allard,Jose Ortiz,01:03.1,LRL 8/1 2,15,Treasure Beach (GB)
8/17/2019,1,MSW,,7,Dirt,Acre,5,5.2,0,1,William Mott,Junior Alvarado,01:23.1,SAR 7/27 4,21,Blame
8/17/2019,1,MSW,,7,Dirt,Market Impact,1,1.3,1,2,Chad Brown,Javier Castellano,01:23.7,,,Carpe Diem
8/17/2019,1,MSW,,7,Dirt,Yankee Empire,3,5.8,0,3,John Kimmel,Chris Landeros,01:23.9,SAR 7/21 8,27,Cairo Prince
8/17/2019,1,MSW,,7,Dirt,Leading West,2,7.5,0,4,Joe Sharp,Manuel Franco,01:24.1,SAR 7/27 4,21,Distorted Humor
8/17/2019,1,MSW,,7,Dirt,Fort McHenry,4,1.95,0,5,Todd Pletcher,Jose Ortiz,01:25.4,,,Tapit
8/17/2019,7,MSW,,6.5,Dirt,American Butterfly,3,22.1,0,1,D. Lukas,Luis Saez,01:17.1,SAR 7/21 8,27,American Pharoah
8/17/2019,7,MSW,,6.5,Dirt,Irish Mias,6,2.4,0,2,H. Motion,Rajiv Maragh,01:17.5,SAR 7/24 6,24,Sky Mesa
8/17/2019,7,MSW,,6.5,Dirt,Candy Tycoon,4,0.85,1,3,Todd Pletcher,Jose Ortiz,01:17.8,,,Twirling Candy
8/17/2019,7,MSW,,6.5,Dirt,Unprecedented,5,28.75,0,4,John Kimmel,Tyler Gaffalione,01:17.8,,,Bayern
8/17/2019,7,MSW,,6.5,Dirt,Excession,7,30.25,0,5,Steven Asmussen,"Ricardo Santana, Jr.",01:17.9,SAR 7/21 8,27,Union Rags
8/17/2019,7,MSW,,6.5,Dirt,Eagles Palace,2,21.2,0,6,William Mott,Junior Alvarado,01:18.0,SAR 7/21 8,27,Palace Malice
8/17/2019,7,MSW,,6.5,Dirt,Cost Basis,1,5.7,0,7,Chad Brown,Javier Castellano,01:18.8,,,Into Mischief
8/17/2019,7,MSW,,6.5,Dirt,Feisty Bird,9,19.3,0,8,Ian Wilkes,Chris Landeros,01:19.0,,,Curlin
8/17/2019,7,MSW,,6.5,Dirt,African Heritage,8,62.5,0,9,Jaime Mejia,Jose Gallego,01:19.0,,,Cairo Prince
8/18/2019,3,MSW-F,,7,Dirt,Sharing,5,2.55,0,1,H. Motion,Manuel Franco,01:24.3,SAR 7/21 7,28,Speightstown
8/18/2019,3,MSW-F,,7,Dirt,Good Shabbos,4,1.9,1,2,Jeremiah Englehart,Luis Saez,01:25.3,SAR 7/12 5,37,Munnings
8/18/2019,3,MSW-F,,7,Dirt,Make Or Break,2,41.75,0,3,Mark Hennig,Chris Landeros,01:26.1,,,Flatter
8/18/2019,3,MSW-F,,7,Dirt,Gloriously,7,6.8,0,4,James Jerkens,Jose Lezcano,01:26.8,SAR 7/31 6,18,Mucho Macho Man
8/18/2019,3,MSW-F,,7,Dirt,In Good Spirits,3,13.5,0,5,"Albert Stall, Jr.",Tyler Gaffalione,01:26.8,,,Ghostzapper
8/18/2019,3,MSW-F,,7,Dirt,Americano Girl,1,2,0,6,Chad Brown,"Irad Ortiz, Jr.",01:27.3,,,Medaglia d'Oro
8/18/2019,3,MSW-F,,7,Dirt,Bovary,6,45.75,0,7,William Mott,Dylan Davis,01:32.8,,,First Samurai
8/18/2019,5,MCL-F,,5.5,Dirt,Shadilee,4,7.9,0,1,Todd Pletcher,Luis Saez,01:03.9,,,Declaration of War
8/18/2019,5,MCL-F,,5.5,Dirt,Palace Avenger,2,2.55,0,2,Wesley Ward,"Irad Ortiz, Jr.",01:04.4,SAR 8/11 6,7,Palace
8/18/2019,5,MCL-F,,5.5,Dirt,Wedontbelieveher,1,3.4,0,3,Anthony Quartarolo,Manuel Franco,01:04.8,SAR 7/25 2,24,Bayern
8/18/2019,5,MCL-F,,5.5,Dirt,Speed Talks,6,10.2,0,4,Gary Contessa,Tyler Gaffalione,01:05.2,SAR 7/25 2,24,Afleet Express
8/18/2019,5,MCL-F,,5.5,Dirt,Quantum Computing,3,2.45,1,5,Chad Brown,Javier Castellano,01:05.5,,,Competitive Edge
8/18/2019,5,MCL-F,,5.5,Dirt,Wicked Spirit,5,12.1,0,6,Wesley Ward,Dylan Davis,01:06.7,,,Wicked Strong
8/18/2019,5,MCL-F,,5.5,Dirt,Chaysenbryn,7,7.3,0,7,Jeremiah Englehart,Jose Ortiz,01:06.8,,,Super Saver
8/18/2019,6,MSW-F,,6.5,Dirt,Mrs. Danvers,6,0.95,1,1,Claude McGaughey III,Joel Rosario,01:15.8,SAR 7/19 5,30,Tapit
8/18/2019,6,MSW-F,,6.5,Dirt,Finite,4,3.15,0,2,Steven Asmussen,"Ricardo Santana, Jr.",01:16.0,SAR 7/19 5,30,Munnings
8/18/2019,6,MSW-F,,6.5,Dirt,Abilene Trail,7,4.1,0,3,Todd Pletcher,Luis Saez,01:16.8,,,Curlin
8/18/2019,6,MSW-F,,6.5,Dirt,Water White,2,17.2,0,4,Rudy Rodriguez,"Irad Ortiz, Jr.",01:17.6,,,Conveyance
8/18/2019,6,MSW-F,,6.5,Dirt,Striking Beauty,1,11.2,0,5,James Jerkens,Junior Alvarado,01:17.7,,,Curlin
8/18/2019,6,MSW-F,,6.5,Dirt,Bird Tycoon,8,16.3,0,6,Ian Wilkes,Chris Landeros,01:18.9,SAR 7/12 5,37,Graydar
8/18/2019,6,MSW-F,,6.5,Dirt,Melisande,5,24.25,0,7,William Mott,Jose Ortiz,01:20.0,,,Bodemeister
8/18/2019,6,MSW-F,,6.5,Dirt,Blossom Bow,3,51.25,0,8,Jaime Mejia,Jose Gallego,01:21.5,,,Oxbow
8/21/2019,3,MCL,,5.5,Dirt,Indian Cross,1,6.2,0,1,Steven Asmussen,"Ricardo Santana, Jr.",01:06.3,SAR 8/3 3,18,Cross Traffic
8/21/2019,3,MCL,,5.5,Dirt,Shackleford's Joy,6,2.4,0,2,D. Lukas,Rajiv Maragh,01:06.3,SAR 7/24 6,28,Shackleford
8/21/2019,3,MCL,,5.5,Dirt,Alex Love Candy,2,24,0,3,Randi Persaud,Heman Harkie,01:06.6,,,Candy Ride (ARG)
8/21/2019,3,MCL,,5.5,Dirt,Rejected Again,3,1.05,1,4,Gary Gullo,"Irad Ortiz, Jr.",01:07.8,BEL 6/28 4,54,Tapizar
8/21/2019,3,MCL,,5.5,Dirt,Bychance,5,8.7,0,5,Jaime Mejia,Jose Gallego,01:07.8,,,Bernardini
8/21/2019,3,MCL,,5.5,Dirt,Brady's Palace,4,6.2,0,6,George Weaver,Manuel Franco,01:08.6,,,Palace Malice
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Naked Avenger,4,9.5,0,1,Timothy Hills,Luis Saez,01:05.1,,,Congrats
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Jewel of Arabia,6,0.65,1,2,Christophe Clement,Joel Rosario,01:05.4,SAR 7/18 3,34,Daredevil
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Never Heard of Her,7,17.2,0,3,Gary Contessa,Tyler Gaffalione,01:05.9,,,Constitution
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Adorable Maya,8,19.9,0,4,Thomas Bush,Jose Lezcano,01:06.0,,,Bernardini
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Be Magic,5,36.5,0,5,Rudy Rodriguez,Junior Alvarado,01:06.4,,,Frost Giant
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Beyond Brown,10,7.3,0,6,David Donk,Eric Cancel,01:06.4,SAR 7/24 3,28,Big Brown
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Sophie Rules,1,5.3,0,7,Jeremiah Englehart,Jose Ortiz,01:06.5,,,Emcee
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Mebs Web,3,54,0,8,Nicholas Zito,Joey Martinez,01:06.7,,,Giant Surprise
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Barbara's Bank,2,20.3,0,9,Eduardo Jones,Kendrick Carmouche,01:06.8,,,Bank Heist
8/21/2019,5,MSW-NY-F,,5.5,Dirt,Manage My Credit,9,32,0,10,Gary Gullo,"Irad Ortiz, Jr.",01:09.4,,,Micromanage
8/21/2019,6,MSW,,7,Dirt,Flute Maker,6,2.65,0,1,Kenneth McPeek,Jose Ortiz,01:24.5,ELP 6/30 7,52,Sky Mesa
8/21/2019,6,MSW,,7,Dirt,Like You,5,12.6,0,2,Rudy Rodriguez,Luis Reyes,01:26.3,,,Distorted Humor
8/21/2019,6,MSW,,7,Dirt,Legend of Bam,3,4.5,0,3,Rudy Rodriguez,"Irad Ortiz, Jr.",01:26.5,,,Golden Ticket
8/21/2019,6,MSW,,7,Dirt,Breed's Hill,8,8.7,0,4,Barbara Minshall,"Ricardo Santana, Jr.",01:27.1,,,Revolutionary
8/21/2019,6,MSW,,7,Dirt,Ninth of April,4,14.4,0,5,Edmund Davis,Joe Bravo,01:27.4,SAR 8/1 1,20,Shanghai Bobby
8/21/2019,6,MSW,,7,Dirt,Justintimeforwine,2,7.6,0,6,Gary Contessa,Tyler Gaffalione,01:27.8,SAR 8/1 1,20,Justin Phillip
8/21/2019,6,MSW,,7,Dirt,Smite,1,1.75,1,7,Joe Sharp,Luis Saez,01:27.9,SAR 8/1 1,20,Congrats
8/21/2019,6,MSW,,7,Dirt,Lovedisc,7,43.75,0,8,Jaime Mejia,Jose Gallego,01:30.4,,,Grey Swallow
8/22/2019,5,MSW-F,,7,Dirt,Wicked Title,3,9.1,0,1,Chad Summers,Joel Rosario,01:25.0,SAR 7/31 5,22,Wicked Strong
8/22/2019,5,MSW-F,,7,Dirt,Raggedy Annie,5,2.35,0,2,D. Lukas,Rajiv Maragh,01:25.0,SAR 7/17 5,36,Union Rags
8/22/2019,5,MSW-F,,7,Dirt,Project Whiskey,6,1.25,1,3,"Robert Reid, Jr.",Kendrick Carmouche,01:25.0,SAR 7/17 5,36,Tapizar
8/22/2019,5,MSW-F,,7,Dirt,La Negrita,2,5.3,0,4,Rudy Rodriguez,Manuel Franco,01:25.5,SAR 8/9 6,13,Fed Biz
8/22/2019,5,MSW-F,,7,Dirt,Central Capital,7,11.9,0,5,Leah Gyarmati,Junior Alvarado,01:26.2,SAR 7/31 5,22,Central Banker
8/22/2019,5,MSW-F,,7,Dirt,Sweet Leaf,1,14.3,0,6,Gary Contessa,Luis Reyes,01:26.8,,,Jimmy Creed
8/22/2019,5,MSW-F,,7,Dirt,Let It Slide,4,17.9,0,7,Bruce Brown,Michael Luzzi,01:28.3,,,Freud
8/22/2019,6,MSW,,9,Dirt,Enforceable,3,1.1,1,1,Mark Casse,Jose Ortiz,01:50.7,SAR 7/13 6,40,Tapit
8/22/2019,6,MSW,,9,Dirt,Mo and Go,4,12.5,0,2,Jeremiah Englehart,Luis Saez,01:50.8,SAR 7/27 7,26,Uncle Mo
8/22/2019,6,MSW,,9,Dirt,Lucky Curlin,2,1.1,1,3,Mark Casse,Tyler Gaffalione,01:50.9,SAR 7/21 8,32,Curlin
8/22/2019,6,MSW,,9,Dirt,Portos,6,4,0,4,Todd Pletcher,John Velazquez,01:51.2,,,Tapit
8/22/2019,6,MSW,,9,Dirt,Cowtown,5,6.4,0,5,Todd Pletcher,"Irad Ortiz, Jr.",01:52.0,,,Tonalist
8/22/2019,6,MSW,,9,Dirt,Zuzudini,7,36,0,6,Edward Barker,Dylan Davis,01:52.4,,,Bernardini
8/22/2019,6,MSW,,9,Dirt,Crossing the Moon,8,4.1,0,7,Kenneth McPeek,Joel Rosario,01:52.4,SAR 7/27 7,26,Cross Traffic
8/22/2019,6,MSW,,9,Dirt,Ghost of the Mambo,9,16.5,0,8,William Mott,Junior Alvarado,01:52.7,SAR 8/10 5,12,Ghostzapper
8/22/2019,6,MSW,,9,Dirt,Imperare,1,22.2,0,9,"Albert Stall, Jr.",Manuel Franco,01:53.7,,,Empire Maker
8/23/2019,1,MSW-NY-F,,5.5,Turf,Ava K's Girl,4,10.8,0,1,Michelle Nevin,Joel Rosario,01:03.8,,,Giant's Causeway
8/23/2019,1,MSW-NY-F,,5.5,Turf,Single Verse,8,3.5,0,2,Bruce Brown,Tyler Gaffalione,01:03.8,SAR 7/17 10,37,Mineshaft
8/23/2019,1,MSW-NY-F,,5.5,Turf,Stretchthestory,3,11.4,0,3,Christophe Clement,Junior Alvarado,01:04.1,,,Lookin at Lucky
8/23/2019,1,MSW-NY-F,,5.5,Turf,Jen's Battle,6,4,0,4,Gary Contessa,Manuel Franco,01:04.1,SAR 7/24 3,30,Declaration of War
8/23/2019,1,MSW-NY-F,,5.5,Turf,Unicorn Sally,5,39,0,5,John Kimmel,Chris Landeros,01:04.2,,,Point of Entry
8/23/2019,1,MSW-NY-F,,5.5,Turf,A Freud of Mama,2,17.6,0,6,Michael Maker,Luis Saez,01:04.4,,,Freud
8/23/2019,1,MSW-NY-F,,5.5,Turf,Deeply Analytical,1,1.5,1,7,Chad Brown,Javier Castellano,01:04.6,,,Majestic City
8/23/2019,1,MSW-NY-F,,5.5,Turf,American Song,7,17.2,0,8,Jeremiah Englehart,"Jorge Vargas, Jr.",01:04.9,SAR 7/17 10,37,Maclean's Music
8/23/2019,1,MSW-NY-F,,5.5,Turf,Desbordes,10,13.6,0,9,George Weaver,"Ricardo Santana, Jr.",01:05.0,,,Central Banker
8/23/2019,1,MSW-NY-F,,5.5,Turf,Lil Morning Star,9,91,0,10,Kim Laudati,Joey Martinez,01:05.2,SAR 7/24 3,30,Central Banker
8/23/2019,4,MSW-NY,,5.5,Dirt,Three Jokers,8,2,1,1,John Terranova II,Luis Saez,01:04.4,,,Twirling Candy
8/23/2019,4,MSW-NY,,5.5,Dirt,Tapizearance,6,17.8,0,2,Gary Contessa,Manuel Franco,01:04.8,SAR 7/18 5,36,Tapizar
8/23/2019,4,MSW-NY,,5.5,Dirt,Scilly Cay,7,3.2,0,3,Linda Rice,Jose Ortiz,01:04.8,,,Fed Biz
8/23/2019,4,MSW-NY,,5.5,Dirt,Hold My Call,9,18.1,0,4,"Robert Falcone, Jr.",Kendrick Carmouche,01:04.9,,,Hold Me Back
8/23/2019,4,MSW-NY,,5.5,Dirt,Lord Camden,4,3.3,0,5,Mark Casse,Tyler Gaffalione,01:05.4,SAR 8/9 4,14,Freud
8/23/2019,4,MSW-NY,,5.5,Dirt,True Grace,1,6.9,0,6,Christophe Clement,Joel Rosario,01:05.4,,,Competitive Edge
8/23/2019,4,MSW-NY,,5.5,Dirt,Austrian,5,17.5,0,7,D. Lukas,Joe Bravo,01:06.1,,,Freud
8/23/2019,4,MSW-NY,,5.5,Dirt,Solar Fire,2,12.4,0,8,"John Toscano, Jr.","Ricardo Santana, Jr.",01:06.5,,,Fast Anna
8/23/2019,4,MSW-NY,,5.5,Dirt,Kampai,3,29.25,0,9,Chris Englehart,Benjamin Hernandez,01:08.2,,,Central Banker
8/23/2019,7,STK-NY-F,Seeking the Ante S.,6.5,Dirt,Fierce Lady,5,1.1,1,1,Dermot Magner,Javier Castellano,01:16.7,SAR 7/18 3,36,Competitive Edge
8/23/2019,7,STK-NY-F,Seeking the Ante S.,6.5,Dirt,Time Limit,3,11.8,0,2,Michael Maker,"Irad Ortiz, Jr.",01:16.8,SAR 7/18 3,36,Bustin Stones
8/23/2019,7,STK-NY-F,Seeking the Ante S.,6.5,Dirt,My Italian Rabbi,6,2.65,0,3,Jeremiah Englehart,Luis Saez,01:17.6,SAR 7/18 3,36,Competitive Edge
8/23/2019,7,STK-NY-F,Seeking the Ante S.,6.5,Dirt,Violent Point,1,5.8,0,4,Mark Casse,John Velazquez,01:18.2,SAR 7/17 10,37,Violence
8/23/2019,7,STK-NY-F,Seeking the Ante S.,6.5,Dirt,Big Q,2,4.2,0,5,Gary Gullo,Jose Lezcano,01:18.5,SAR 8/4 10,19,Big Brown
